Age,d (0.1),d (0.5),d (0.9),Result 0.02µm-3.89µm,Result 3.90µm-7.79µm,Result 7.80µm-15.59µm,Result 15.60µm-30.99µm,Result 31.00µm-62.49µm,Result 62.50µm-124.99µm,Result 125.00µm-249.99µm,Result 250.00µm-499.99µm,Result 500.00µm-1000.00µm,Result 1000.01µm-2000.00µm,Mode,Clay,Silt,Sand
3037.92,2.02,8.87,31.67,22.75,22.34,25.46,18.88,8.54,1.66,0.22,0,0,0,9.55,22.75,75.23,1.88
3048.28,1.66,10.76,45.17,24.78,16.38,19.82,20.44,13.32,4.34,0.79,0,0,0,17.84,24.78,69.97,5.13
3058.63,1.45,7.65,34.95,30.64,19.83,20.54,16.73,8.96,2.76,0.4,0.02,0,0,9.68,30.64,66.05,3.18
3068.98,1.56,6.96,30.32,31.44,22.16,21.26,15.37,7.34,2.13,0.17,0,0,0,6.73,31.44,66.12,2.29
3079.33,1.47,6.85,29.66,32.18,21.92,21.34,15.13,7.08,2.06,0.14,0,0,0,7.31,32.18,65.48,2.2
3089.68,1.29,4.89,18.29,41.41,25.46,19.8,9.85,2.74,0.58,0.01,0,0,0,4.57,41.41,57.84,0.59
3100.03,1.45,7.2,40.35,32.19,19.99,18.93,14.74,8.81,3.88,0.79,0.44,0.1,0,5.73,32.19,62.47,5.21
3110.38,1.43,5.22,23.71,39.03,24.77,18.53,10.85,4.67,1.73,0.26,0,0,0,4.27,39.03,58.83,1.99
3120.73,1.64,7.43,32.84,29.31,22.18,21.67,15.73,8.32,2.5,0.16,0,0,0,7.34,29.31,67.9,2.65
3131.08,1.66,8.33,32.64,27.12,20.63,22.9,18.22,8.85,2.09,0.05,0,0,0,10.62,27.12,70.61,2.14
3141.43,1.91,9.41,37.75,23.95,19.89,22.67,19.33,10.76,2.94,0.34,0,0,0,11.63,23.95,72.65,3.27
3151.79,1.69,8.38,37.59,27.38,20.26,21.51,17.32,9.13,2.98,1.05,0.22,0,0,9.88,27.38,68.23,4.26
3162.14,1.67,7.49,29.02,28.49,22.81,23.66,15.96,6.39,1.84,0.6,0.11,0,0,8.62,28.49,68.82,2.55
3172.49,1.79,7.47,30.42,28.01,23.4,22.67,16.1,7.67,1.85,0.15,0,0,0,7.14,28.01,69.84,2
3182.84,2.15,8.86,26.58,22.15,22.65,28.4,19.64,5.8,0.96,0.24,0,0,0,11.24,22.15,76.49,1.21
3193.19,1.94,8.69,28.01,23.88,21.91,27.03,18.91,6.46,1.5,0.18,0,0,0,11.17,23.88,74.31,1.67
3203.54,1.79,7.55,27.5,27.98,23.08,24.15,16.71,6.21,1.42,0.3,0,0,0,9.11,27.98,70.15,1.72
3213.89,2,8.63,27.4,23.68,22.35,26.99,19.22,6.26,1.11,0.26,0,0,0,11.13,23.68,74.82,1.36
3224.24,1.7,7.51,32.11,28.25,22.93,22.38,15.7,8.24,2.14,0.22,0,0,0,7.42,28.25,69.25,2.36
3234.59,1.56,7.67,35.6,29.59,20.83,20.66,16.3,9.3,2.74,0.45,0,0,0,7.51,29.59,67.09,3.19
3244.94,1.7,10.79,59.38,24.5,16.65,19.05,17.88,12.5,6.17,2.01,1.02,0.12,0,13.98,24.5,66.07,9.32
3255.3,1.68,7.4,34.89,29.69,21.91,20.65,15.63,8.51,2.83,0.58,0.05,0,0,6.14,29.69,66.71,3.46
3265.65,1.92,14.62,182.04,22.98,14.87,13.2,11.12,10.12,10.77,11.96,4.86,0.01,0,4.98,22.98,49.31,27.6
3276,1.6,10.14,66.85,26.97,16.72,16.57,17.02,11.9,5.12,2.93,2.25,0.41,0,20.81,26.97,62.21,10.7
3286.35,1.59,7.63,32.69,29.44,21.14,21.54,16.8,8.42,2.38,0.15,0,0,0,8.44,29.44,67.89,2.53
3296.7,1.52,8.83,84.75,29.33,17.52,16.18,13.36,10.18,6.64,3.93,2.49,0.27,0,5.16,29.33,57.23,13.32
3307.05,1.64,11.78,120.14,24.5,15.5,16.53,14.31,10.84,8.65,6.49,2.89,0.16,0,10.28,24.5,57.19,18.2
3317.4,1.66,9.56,59.12,25.73,18.29,19.87,16.12,10.53,5.67,1.93,1.43,0.33,0,10.04,25.73,64.8,9.35
3327.75,1.46,7.69,39.89,30.42,19.89,20.13,15.45,9.17,3.94,0.59,0.25,0.03,0,8.48,30.42,64.64,4.81
3338.1,1.7,11.03,60.5,23.44,16.67,19.9,17.78,12.55,6.51,1.73,1.12,0.18,0,12.56,23.44,66.9,9.55
3348.45,1.65,11.38,85.87,24.67,16.08,16.59,14.74,12.82,9.67,4.02,1.14,0.17,0,8.56,24.67,60.23,14.99
3358.81,1.33,7.28,30.06,31.68,20.42,21.98,16.32,7.42,1.96,0.09,0,0,0,9.79,31.68,66.13,2.05
3369.16,1.35,6.31,26.39,34.33,22.61,21.37,14.02,5.89,1.56,0.09,0,0,0,6.88,34.33,63.88,1.65
3379.51,1.39,6.99,30.43,32.14,21.27,21.39,15.37,7.39,2.16,0.15,0,0,0,8.14,32.14,65.41,2.31
3389.86,1.55,7.89,33.61,28.63,20.89,22.11,16.81,8.62,2.65,0.15,0,0,0,9.27,28.63,68.43,2.8
3400.21,1.72,7.59,28.73,27.82,23.03,24.04,16.21,6.51,2.04,0.21,0,0,0,8.74,27.82,69.79,2.25
3410.56,1.43,7.46,29.65,30.29,21.06,22.81,16.46,7.21,1.92,0.11,0,0,0,9.65,30.29,67.54,2.03
3420.91,1.48,7.34,32.65,30.36,21.51,21.65,15.51,7.92,2.72,0.19,0,0,0,8.07,30.36,66.59,2.91
3431.26,1.55,7.2,30.64,30.3,22.28,22.06,15.41,7.24,2.33,0.23,0,0,0,7.72,30.3,66.99,2.57
3441.61,1.48,6.84,29.25,31.97,22.27,21.59,14.95,6.89,2.08,0.12,0,0,0,7.29,31.97,65.69,2.19
3451.96,1.55,7.16,30.36,30.22,22.62,22.36,14.99,7.17,2.37,0.14,0,0,0,7.74,30.22,67.13,2.51
3462.32,1.41,6.88,31.66,32.36,21.56,20.81,14.81,7.63,2.51,0.2,0,0,0,7.15,32.36,64.8,2.71
3472.67,1.36,5.85,23.77,35.86,24.12,21.18,12.35,4.84,1.4,0.1,0,0,0,5.98,35.86,62.49,1.5
3483.02,1.31,5.45,22.14,37.88,24.79,20.34,11.25,4.35,1.2,0.05,0,0,0,5.36,37.88,60.73,1.25
3493.37,1.23,5.02,21.74,40.83,24.17,18.77,10.51,4.24,1.25,0.08,0,0,0,4.46,40.83,57.69,1.34
3503.72,1.27,5.78,25.61,36.93,22.9,20.11,12.59,5.56,1.68,0.1,0,0,0,5.57,36.93,61.16,1.77
3514.07,0.98,3.26,13.6,57.06,22.11,12.53,5.64,2.03,0.49,0,0,0,0,2.88,57.06,42.31,0.49
3524.42,0.99,3.93,22.25,49.67,21.35,14,8.31,4.65,1.86,0.03,0,0,0,3.27,49.67,48.31,1.89
3534.77,1.51,7.65,33.86,29.76,20.75,21.54,16.28,8.71,2.65,0.18,0,0,0,8.79,29.76,67.28,2.82
3545.12,1.39,7.67,47.06,31.28,19.11,18.37,14.37,10.46,5.2,0.7,0.26,0.13,0,6.94,31.28,62.31,6.29
3555.47,1.61,15.24,85.61,23.16,12.45,14.84,16.83,16.86,10.36,3.42,1.64,0.35,0,32.12,23.16,60.98,15.76
3565.83,1.34,8.71,49.39,29.61,17.26,19.18,15.87,11.25,5.93,0.79,0,0,0,10.71,29.61,63.56,6.72
3576.18,0.99,5.14,33.54,42.22,18.89,16.34,11.44,7,3.5,0.48,0,0,0,3.79,42.22,53.67,3.98
3586.53,1.3,6.66,28.59,33.8,21.12,21.29,14.94,6.62,1.95,0.15,0,0,0,8.36,33.8,63.96,2.1
3596.88,1.8,13.43,73.17,21.59,14.81,17.3,16.93,16.15,10.4,1.98,0.53,0.22,0,13.06,21.59,65.18,13.13
3607.23,1.52,8.58,41.88,27.75,19.27,20.57,16.76,10.94,4.25,0.32,0,0,0,9.28,27.75,67.54,4.58
3617.58,1.54,9.13,48.27,26.94,18.38,20.13,16.71,11.11,5.01,0.76,0.7,0.16,0,10.09,26.94,66.32,6.62
3627.93,1.37,7.99,51.55,30.45,18.77,18.58,14.36,10.06,5.28,1.78,0.61,0,0,7.73,30.45,61.76,7.67
3638.28,1.07,5.71,38.4,38.95,19.8,17.04,11.55,6.95,3.53,0.9,0.85,0.31,0,4.92,38.95,55.34,5.59
3648.63,1.03,5.09,31.49,41.82,20.55,16.66,10.65,6.74,3.21,0.23,0,0,0,4.43,41.82,54.6,3.45
3658.98,0.85,3.75,35.52,51.1,17.4,12.15,8.01,5.47,2.98,0.65,1.8,0.32,0,2.64,51.1,43.03,5.75
3669.34,1.27,9.33,52.42,28.79,16.37,18.78,16.73,11.56,5.6,0.99,0.64,0.42,0,12.29,28.79,63.44,7.65
3679.69,1.41,9.48,52.28,27.22,17.22,19.68,16.89,11.17,5.46,0.94,0.83,0.48,0,11.56,27.22,64.95,7.71
3690.04,1.49,9.35,48.67,26.86,17.82,20.22,17.23,10.82,4.7,0.79,0.95,0.49,0,11.38,26.86,66.09,6.93
3700.39,1.23,8.7,44.13,30.81,16.31,18.52,17.38,11.73,4.37,0.46,0.21,0.1,0,14.1,30.81,63.94,5.14
3710.74,1.5,6.43,24.64,32.76,24.08,22.88,13.42,5.07,1.51,0.14,0,0,0,7.34,32.76,65.44,1.65
3721.09,1.56,6.84,26.36,30.93,23.78,23.81,13.46,5.13,2.19,0.44,0.12,0,0,8.23,30.93,66.17,2.75
3731.44,1.25,4.62,18.52,43.47,25.09,18.31,8.53,2.89,1.19,0.37,0,0,0,4.2,43.47,54.83,1.56
3741.79,1.21,3.92,13.11,49.73,26.63,16.51,5.68,0.96,0.33,0,0,0,0,3.61,49.73,49.78,0.33
3752.14,1.58,4.53,11.77,42.21,33.9,19.15,4.35,0.19,0,0,0,0,0,4.71,42.21,57.6,0
3762.49,1.73,5.47,14.84,34.41,32.24,24.34,8.08,0.75,0,0,0,0,0,5.9,34.41,65.4,0
3772.85,1.33,6.28,30.38,35.04,21.65,19.87,13.59,6.86,2.29,0.41,0.12,0.02,0,6.13,35.04,61.97,2.84
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
3959.16,1.42,5.57,22.95,36.52,25.66,20.23,11.46,4.72,1.23,0.04,0,0,0,5.14,36.52,62.07,1.26
3969.51,1.43,6.68,41.36,33.37,21.19,18.9,13.04,6.42,2.04,0.13,1.91,2.8,0.07,5.26,33.37,59.54,6.96
,,,,,,,,,,,,,,,,,
3990.22,1.77,7.09,24.12,28.77,24.78,25.36,14.78,4.68,1.34,0.14,0,0,0,8.47,28.77,69.59,1.48
4000.57,1.72,7.7,34.62,27.67,22.67,22.3,15.45,8.34,2.96,0.4,0.07,0,0,7.54,27.67,68.76,3.43
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
4031.62,1.42,7.03,32.53,31.65,21.6,21.19,14.68,7.68,2.78,0.28,0,0,0,7.65,31.65,65.15,3.06
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
4062.67,1.6,7.97,37.43,28.63,20.58,21.09,16.29,9.66,3.4,0.21,0,0,0,8.47,28.63,67.62,3.62
4073.02,1.4,7.06,33.05,32.17,20.84,20.76,15.08,7.96,2.82,0.24,0,0,0,7.98,32.17,64.64,3.06
4083.38,1.06,4.54,24.79,45.1,20.67,16.24,10.67,5.24,1.82,0.13,0,0,0,3.4,45.1,52.82,1.95
4093.73,1.37,8.08,38.29,29.49,19.31,21.14,16.37,9.44,3.72,0.39,0,0,0,9.93,29.49,66.27,4.12
4104.08,1.36,7.98,36.56,29.54,19.62,21.73,16.28,8.86,3.47,0.38,0,0,0,9.93,29.54,66.48,3.85
4114.43,1.62,7.69,30.77,28.67,21.69,23.22,16.41,7.39,2.29,0.2,0,0,0,9.41,28.67,68.7,2.49
4124.78,1.77,10.14,35.09,23.66,17.91,23.45,22.02,10.47,2.22,0.15,0,0,0,15.27,23.66,73.85,2.36
4135.13,1.61,8.04,37.35,28.43,20.51,21.28,16.49,9.25,3.57,0.34,0,0,0,8.93,28.43,67.53,3.9
4145.48,1.41,7.81,57.6,30.36,19.51,18.7,13.64,8.41,4.42,2.16,2.03,0.65,0,7.02,30.36,60.26,9.26
4155.83,1.55,7.34,31.59,29.63,22.36,22.45,15.14,6.9,2.24,0.3,0.63,0.22,0,7.99,29.63,66.85,3.38
4166.18,1.48,9.24,42.51,27.6,17.61,19.82,18.49,11.64,3.91,0.66,0.15,0,0,14.31,27.6,67.56,4.71
4176.53,1.5,7.57,37.34,30.65,20.12,19.73,16.12,9.44,3.22,0.55,0.05,0,0,6.68,30.65,65.41,3.81
4186.89,1.1,4.01,14.96,48.72,25.63,16.18,7.01,1.98,0.32,0,0,0,0,3.8,48.72,50.8,0.32
4197.24,1.16,4.4,17.02,45.23,25.43,17.66,8.41,2.57,0.55,0,0,0,0,4.11,45.23,54.06,0.55
4207.59,1.34,8.37,34.21,30.03,17.89,20.98,19.03,8.76,1.78,0.33,0.7,0.4,0,14.58,30.03,66.65,3.2
4217.94,1.5,9.74,34.96,26.37,16.96,22.62,21.35,9.34,1.99,0.32,0.6,0.33,0,15.5,26.37,70.26,3.25
4228.29,1.06,6.04,43.24,37.95,18.88,17.1,12.29,6.31,2.75,0.82,1.51,2.13,0.15,4.92,37.95,54.57,7.35
4238.64,1.62,11.35,41.63,23.18,15.58,21.94,22.51,12.08,3.21,0.52,0.58,0.29,0,16.96,23.18,72.11,4.6
4248.99,1.53,10.17,42.59,24.9,16.99,22.02,19.96,10.52,3.68,0.74,0.59,0.48,0,14.19,24.9,69.49,5.49
4259.34,1.56,9.66,41.07,25.54,17.84,21.97,19.27,10.1,3.26,0.77,0.77,0.37,0,13.21,25.54,69.18,5.16
4269.69,1.41,7.7,39.24,30,20.3,20.64,15.31,8.74,3.86,0.59,0.22,0.21,0,8.21,30,64.99,4.88
4280.04,1.33,7.44,38.9,32.12,19.15,19.46,15.47,9.06,3.45,0.47,0.46,0.24,0,8.58,32.12,63.13,4.62
4290.4,1.28,6.45,28.44,34.5,21.46,20.86,14.39,6.52,1.98,0.17,0,0,0,7.45,34.5,63.22,2.15
4300.75,1.08,5.8,61.39,39.23,18.13,14.93,10.56,7.18,4.34,1.45,1.61,2.3,0.16,3.71,39.23,50.8,9.85
4311.1,1.2,6.05,26.46,36.12,22.04,20.57,13.48,5.91,1.65,0.09,0,0,0,6.72,36.12,62,1.74
4321.45,1.47,8.89,56.93,28.62,17.76,18.3,15.3,11.14,6.33,1.27,0.77,0.39,0,9.12,28.62,62.5,8.76
4331.8,1.25,5.6,22.92,37.52,23.93,20.66,11.87,4.69,1.17,0.02,0,0,0,5.92,37.52,61.15,1.19
4342.15,1.04,5.39,40,40.46,19.92,16.7,10.39,5.4,2.8,1.3,1.29,1.51,0.12,4.58,40.46,52.4,7.01
4352.5,1.24,5.83,23.59,36.63,23.22,21.2,12.71,4.77,1.24,0.09,0,0,0,6.58,36.63,61.9,1.33
4362.85,1.21,5.21,20.39,39.62,24.6,20.31,10.77,3.64,0.84,0.07,0,0,0,5.47,39.62,59.33,0.91
4373.2,1.4,6.36,24.11,32.27,25.53,23.1,12.32,5.06,1.48,0.09,0,0,0,6.96,32.27,66.01,1.57
4383.55,1.14,5.18,21.48,40.33,23.4,19.84,11.07,4.08,1.09,0.04,0,0,0,5.52,40.33,58.4,1.13
4393.91,1.07,4.78,19.23,42.91,23.7,19.21,10.11,3.3,0.64,0,0,0,0,5.08,42.91,56.31,0.64
4404.26,1.48,11.41,50.47,25.29,14.86,18.7,20.02,14.46,5.64,0.6,0.22,0.09,0,18.94,25.29,68.04,6.55
4414.61,1.46,10.41,46.57,26.78,15.59,19.35,19.83,12.31,4.41,0.81,0.67,0.14,0,17.23,26.78,67.07,6.03
4424.96,1.39,7.91,38.26,30.98,18.53,19.58,16.96,9.82,3.29,0.68,0.04,0,0,11.7,30.98,64.89,4.01
4435.31,1.71,9.85,37.28,24.4,18.03,23.55,20.29,10.03,3.28,0.3,0,0,0,13.64,24.4,71.9,3.58
4445.66,1.46,7.22,37.9,31.27,21.03,20.05,14.49,8.57,3.68,0.67,0.11,0,0,6.93,31.27,64.14,4.46
4456.01,2.98,20.12,52.88,12.84,8.56,17.59,31.89,22.23,4.61,0.89,1.07,0.24,0,24.84,12.84,80.27,6.8
4466.36,2.33,18.64,60.96,16.79,10.64,16.34,26.32,20.24,5.83,1.45,1.72,0.57,0,25.68,16.79,73.54,9.57
4476.71,3.59,23.7,54.27,10.72,6.46,14.19,33.21,29.14,6.17,0.04,0,0,0,28.8,10.72,82.99,6.21
4487.06,0.82,3.66,21.49,51.78,17.71,14.91,10.08,4.25,1.13,0.02,0,0,0,2.52,51.78,46.96,1.15
4497.42,1.04,3.1,8.34,61.47,26.76,9.9,1.67,0.04,0,0,0,0,0,3.21,61.47,38.37,0
4507.77,1.57,4.82,13.42,39.79,32.4,20.64,6.21,0.77,0,0,0,0,0,5,39.79,60.02,0
4518.12,1.33,5.05,17.83,39.57,27.47,20.31,8.84,2.83,0.81,0.01,0,0,0,5.25,39.57,59.44,0.82
4528.47,1.98,19.3,86.35,17.61,9.9,15.9,21.77,18.44,11.6,3.83,0.74,0.13,0,23.39,17.61,66,16.3
4538.82,1.1,5.32,24.67,39.88,22.32,18.95,11.82,5.33,1.5,0.06,0,0,0,5.21,39.88,58.42,1.56
4549.17,1.18,5.96,28.6,36.92,21.28,19.55,13.27,6.22,2.03,0.31,0.21,0.07,0,6.03,36.92,60.32,2.63
4559.52,1.38,7.32,31.38,31.32,20.58,21.52,16.24,7.84,2.2,0.18,0,0,0,9.08,31.32,66.18,2.37
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
4611.28,,,,,,,,,,,,,,,,,
4621.63,,,,,,,,,,,,,,,,,
4631.98,,,,,,,,,,,,,,,,,
4642.33,,,,,,,,,,,,,,,,,
4652.68,,,,,,,,,,,,,,,,,
4663.03,,,,,,,,,,,,,,,,,
4673.38,,,,,,,,,,,,,,,,,
4683.73,,,,,,,,,,,,,,,,,
4694.08,,,,,,,,,,,,,,,,,
4704.44,1.4,8.35,41.64,29.82,18.21,19.11,17.18,10.87,3.93,0.74,0.03,0,0,11.66,29.82,65.37,4.69
4714.79,1.49,7.48,35.26,30.76,20.43,20.61,15.94,8.43,3.03,0.63,0.03,0,0,8.23,30.76,65.42,3.69
4725.14,1.46,7.83,34.69,29.79,20,21.38,16.76,8.53,2.71,0.67,0.03,0,0,9.85,29.79,66.67,3.42
4735.49,1.47,7.28,35.59,31.24,20.77,20.43,15.27,8.19,3.21,0.75,0.01,0,0,7.47,31.24,64.66,3.97
4745.84,1.58,9.02,39.92,27.22,18.45,20.68,18.56,10.87,3.72,0.37,0.01,0,0,13.36,27.22,68.56,4.09
4756.19,1.71,11.28,53.36,23.99,16.19,18.72,18.9,14.8,6.69,0.59,0,0,0,17.42,23.99,68.61,7.28
4766.54,5.28,37.16,94.96,8.15,4.5,8.96,20.78,31.29,22.84,3.42,0,0,0,50.75,8.15,65.54,26.26
4776.89,2.29,15.6,56.17,16.61,12.93,20.36,24.32,17.63,6.86,0.85,0.33,0.01,0,20.59,16.61,75.24,8.05
4787.24,1.51,8.73,44.66,28.73,18.17,18.61,17.26,11.84,4.63,0.63,0.01,0,0,12.92,28.73,65.88,5.27
4797.59,1.49,6.87,29.31,32.08,21.86,20.99,15.94,7.49,1.44,0.07,0,0,0,6.55,32.08,66.28,1.5
4807.95,1.54,6.51,23.47,31.34,25.7,24.14,12.3,4.61,1.61,0.16,0,0,0,7.41,31.34,66.74,1.77
4818.3,1.59,8.07,34.32,28.23,20.57,22,17.24,8.86,2.79,0.18,0,0,0,9.62,28.23,68.66,2.97
4828.65,1.38,6.48,28.82,33.76,22.19,20.98,14.02,6.29,2.08,0.55,0,0,0,6.87,33.76,63.47,2.63
4839,1.36,6.04,26.14,35.35,23.09,20.73,13.11,5.45,1.73,0.4,0,0,0,5.97,35.35,62.38,2.12
4849.35,1.6,7.98,36.09,28.06,21.07,22.14,16.13,8.53,3.13,0.77,0.04,0,0,8.76,28.06,67.86,3.94
4859.7,1.64,8.57,36.97,25.81,20.84,23.44,16.89,8.77,3.38,0.72,0.02,0,0,9.55,25.81,69.94,4.12
4870.05,1.38,7.09,32.35,31.98,20.94,21.04,15.24,7.45,2.51,0.63,0.08,0,0,8.11,31.98,64.67,3.22
4880.4,1.47,7.16,30.63,31.21,21.46,21.76,15.63,7.37,2.21,0.22,0,0,0,8.35,31.21,66.22,2.44
4890.75,1.35,7.4,33.63,31.78,19.66,20.41,16.56,8.8,2.52,0.14,0,0,0,9.5,31.78,65.42,2.67
4901.1,1.52,7.64,31.11,29.6,20.95,22.39,16.86,7.78,2.09,0.19,0,0,0,9.69,29.6,67.98,2.28
4911.46,1.52,7.19,28.86,30.42,22.26,22.72,15.62,6.58,1.93,0.33,0,0,0,8.39,30.42,67.18,2.26
4921.81,1.25,5.56,22.6,38,23.43,20.71,12.08,4.3,1.08,0.23,0.02,0,0,6.01,38,60.52,1.33
4932.16,1.27,5.56,21.84,37.97,23.56,21.07,12.26,4.09,0.85,0.06,0,0,0,6.13,37.97,60.98,0.91
4942.51,1.38,6.98,28.59,32.36,21.11,22.01,15.72,6.66,1.7,0.3,0.01,0,0,9.12,32.36,65.5,2
4952.86,1.32,5.72,23.33,36.72,23.97,20.84,12.35,4.79,1.11,0.08,0,0,0,5.84,36.72,61.94,1.19
4963.21,1.4,5.85,22.06,35.45,24.98,21.91,12.38,4.25,0.78,0.09,0,0,0,6.2,35.45,63.52,0.88
4973.56,1.39,5.66,21.18,36.33,25.43,21.62,11.76,3.96,0.74,0.01,0,0,0,5.92,36.33,62.77,0.75
4983.91,1.16,5.04,21.11,41.23,23.19,19.46,11.03,3.86,0.88,0.21,0,0,0,4.99,41.23,57.54,1.09
4994.26,1.02,4.34,21.53,46.51,20.97,16.77,10.14,4.25,1.16,0.08,0,0,0,3.4,46.51,52.13,1.23
5004.61,1.37,6,26.05,35.51,23.28,20.67,12.9,5.87,1.56,0.08,0,0,0,6.11,35.51,62.71,1.63
5014.97,0.97,4.31,21.98,46.8,20.72,16.51,10.08,4.53,1.21,0.01,0,0,0,3.51,46.8,51.84,1.22
5025.32,0.79,3.1,15.37,57.59,19.66,12.83,6.23,2.07,0.73,0.52,0.26,0,0,2.69,57.59,40.78,1.51
5035.67,0.76,2.19,6.85,74.89,17.11,6.15,1.68,0.06,0,0,0,0,0,2.19,74.89,25,0
5046.02,0.85,2.72,11.43,64.24,19.27,10.07,4.6,1.46,0.25,0,0,0,0,2.46,64.24,35.39,0.25
5056.37,1.48,5.56,16.57,35.1,29.93,23.54,8.59,2.23,0.45,0,0,0,0,6.36,35.1,64.28,0.45
5066.72,1.3,6.06,25.18,35.94,22.32,21.15,13.63,5.61,1.2,0.02,0,0,0,7.17,35.94,62.7,1.21
5077.07,1.27,6.1,29.1,36.31,21.09,19.49,13.97,7.16,1.8,0.04,0,0,0,5.97,36.31,61.71,1.84
5087.42,1.31,6.63,31.72,34.35,20.41,19.76,14.97,7.99,2.27,0.12,0,0,0,7.05,34.35,63.12,2.39
5097.77,1.25,6.31,30.76,35.79,20.38,19.34,14.49,7.74,2.06,0.07,0,0,0,6.39,35.79,61.95,2.13
5108.12,1.19,5.62,27.75,38.85,20.87,18.73,13.06,6.62,1.71,0.02,0,0,0,4.86,38.85,59.28,1.73
5118.48,1.34,6.48,31.95,34.72,20.76,19.31,14.58,8.19,2.25,0.06,0,0,0,5.87,34.72,62.84,2.31
5128.83,1.26,5.99,32.5,37.27,20.14,17.81,13.88,8.32,2.38,0.08,0,0,0,4.21,37.27,60.14,2.45
5139.18,1.52,7.81,37.03,29.99,19.88,19.95,16.67,10.36,2.96,0.07,0,0,0,7.87,29.99,66.86,3.03
5149.53,1.69,8.57,36.31,26.71,20.19,21.88,17.98,10.24,2.77,0.09,0,0,0,9.88,26.71,70.3,2.86
5159.88,1.67,8.17,34.53,27.46,20.92,22.12,17.34,9.42,2.52,0.08,0,0,0,9.09,27.46,69.8,2.6
5170.23,1.69,7.51,30.26,28.45,22.76,22.86,16.22,7.77,1.78,0.02,0,0,0,7.89,28.45,69.61,1.8
5180.58,1.69,7.57,30.86,28.42,22.51,22.63,16.38,8.07,1.84,0.02,0,0,0,7.9,28.42,69.58,1.85
5190.93,1.74,7.67,33.46,28.29,22.15,21.6,16.41,9.15,2.23,0.02,0,0,0,7.21,28.29,69.31,2.25
5201.28,1.8,8.12,34.46,26.8,21.73,22.18,17.14,9.58,2.4,0.02,0,0,0,8.12,26.8,70.64,2.42
